Vertex 		Distance from Source
1152	22.35.122.219	294
1153	22.42.73.127	484
1154	22.48.25.35	215
1155	22.53.170.192	283
1156	22.57.152.196	361
1157	22.67.238.85	347
1158	22.70.122.35	345
1159	22.84.113.148	418
1160	22.86.10.29	276
1161	22.90.21.157	295
1162	22.91.74.227	214
1163	22.94.137.161	338
1164	22.94.219.180	234
1165	22.94.234.123	342
1166	22.101.75.95	490
1167	22.109.15.199	337
1168	22.111.221.253	358
1169	22.133.246.211	425
1170	22.143.42.140	407
1171	22.145.187.127	334
1172	22.149.182.127	331
1173	22.162.79.52	167
1174	22.167.126.8	410
1175	22.176.194.85	350
1176	22.181.152.1	293
1177	22.195.104.14	569
1178	22.200.131.143	389
1179	22.205.146.135	238
1180	22.212.237.161	564
1181	22.221.10.189	402
1182	22.222.70.17	304
1183	22.226.178.240	361
1184	22.230.212.124	559
1185	22.246.129.172	228
1186	23.8.112.133	228
1187	23.13.148.178	454
1188	23.14.152.26	444
1189	23.16.163.202	366
1190	23.17.13.114	316
1191	23.28.224.68	378
1192	23.29.53.185	227
1193	23.32.224.102	330
1194	23.38.78.100	401
1195	23.48.5.97	239
1196	23.59.72.2	324
1197	23.60.67.253	222
1198	23.71.91.232	310
1199	23.72.40.78	554
1200	23.78.127.39	408
1201	23.78.135.4	297
1202	23.80.46.128	323
1203	23.87.109.225	348
1204	23.90.224.62	407
1205	23.100.49.218	454
1206	23.100.117.120	374
1207	23.114.140.165	316
1208	23.122.220.27	330
1209	23.129.77.249	386
1210	23.131.113.196	270
1211	23.133.33.83	372
1212	23.133.84.10	356
1213	23.137.237.58	411
1214	23.151.29.236	185
1215	23.151.181.10	360
1216	23.153.182.189	354
1217	23.170.131.117	435
1218	23.172.29.37	360
1219	23.180.205.205	419
1220	23.181.29.25	307
1221	23.186.77.65	218
1222	23.198.219.242	267
1223	23.217.8.201	450
1224	23.218.73.243	401
1225	23.220.169.111	422
1226	23.223.8.68	305
1227	23.230.172.172	358
1228	23.240.179.113	467
1229	23.243.45.182	312
1230	23.245.108.153	341
1231	23.251.215.50	393
1232	24.3.146.4	310
1233	24.3.176.69	385
1234	24.18.115.185	465
1235	24.27.215.152	318
1236	24.29.253.43	378
1237	24.30.40.174	354
1238	24.36.164.216	357
1239	24.43.137.71	425
1240	24.43.209.95	292
1241	24.51.31.170	247
1242	24.56.245.179	320
1243	24.61.155.61	462
1244	24.66.240.226	437
1245	24.67.61.25	355
1246	24.69.114.135	616
1247	24.71.30.100	282
1248	24.74.56.74	558
1249	24.76.13.189	430
1250	24.79.192.244	306
1251	24.83.152.164	344
1252	24.90.18.114	361
1253	24.94.3.110	419
1254	24.96.145.188	395
1255	24.106.169.153	442
1256	24.108.62.248	392
1257	24.108.77.19	246
1258	24.121.95.12	233
1259	24.121.209.237	580
1260	24.125.200.129	357
1261	24.132.99.60	353
1262	24.132.152.209	203
1263	24.135.209.48	451
1264	24.136.185.49	449
1265	24.143.130.72	353
1266	24.146.82.48	345
1267	24.153.8.247	594
1268	24.157.19.121	539
1269	24.159.38.144	327
1270	24.160.185.183	337
1271	24.161.150.196	412
1272	24.167.80.28	423
1273	24.169.7.198	418
1274	24.172.212.216	439
1275	24.179.53.158	206
1276	24.191.73.226	411
1277	24.193.38.92	357
1278	24.194.17.81	364
1279	24.195.176.227	499
1280	24.196.234.133	587
1281	24.197.254.60	340
1282	24.203.121.239	260
1283	24.205.26.218	325
1284	24.215.108.73	408
1285	24.217.147.186	312
1286	24.220.166.184	367
1287	24.222.175.248	510
1288	24.231.192.48	584
1289	24.240.178.75	386
1290	24.243.154.181	427
1291	24.244.133.105	410
1292	24.251.135.75	424
1293	24.252.58.36	311
1294	25.24.45.107	264
1295	25.25.161.56	397
1296	25.27.15.222	308
1297	25.27.51.107	333
1298	25.30.9.85	395
1299	25.41.3.166	476
1300	25.47.186.88	387
1301	25.50.153.252	302
1302	25.53.23.102	346
1303	25.54.67.62	285
1304	25.60.97.205	421
1305	25.62.204.79	287
1306	25.63.237.163	362
1307	25.65.84.173	321
1308	25.65.177.103	326
1309	25.69.125.85	282
1310	25.75.216.39	250
1311	25.86.180.167	407
1312	25.95.32.31	267
1313	25.96.60.114	378
1314	25.96.156.138	352
1315	25.101.175.217	366
1316	25.103.204.233	344
1317	25.113.43.192	425
1318	25.116.117.235	492
1319	25.116.248.143	291
1320	25.119.108.92	434
1321	25.120.147.213	417
1322	25.131.23.193	328
1323	25.134.217.11	329
1324	25.140.124.10	412
1325	25.140.165.105	422
1326	25.143.69.18	475
1327	25.143.167.146	376
1328	25.147.148.29	368
1329	25.150.113.100	473
1330	25.155.159.201	276
1331	25.169.167.41	486
1332	25.182.185.44	407
1333	25.187.139.207	461
1334	25.188.233.146	329
1335	25.190.107.194	149
1336	25.192.14.241	460
1337	25.193.72.248	196
1338	25.195.228.45	371
1339	25.210.189.65	536
1340	25.213.89.160	422
1341	25.216.134.222	522
1342	25.219.115.152	275
1343	25.220.135.36	464
1344	25.224.100.65	369
1345	25.229.122.74	631
1346	25.231.80.104	344
1347	25.231.198.141	399
1348	25.233.21.134	519
1349	25.236.158.14	325
1350	25.239.207.55	290
1351	25.243.120.91	386
1352	25.245.70.38	313
1353	25.250.241.155	405
1354	26.2.245.147	453
1355	26.3.160.38	323
1356	26.4.108.209	493
1357	26.18.48.89	294
1358	26.23.159.157	420
1359	26.30.205.88	356
1360	26.31.63.241	485
1361	26.35.6.243	364
1362	26.35.24.149	288
1363	26.56.63.120	221
1364	26.59.10.59	325
1365	26.64.85.251	343
1366	26.69.33.207	406
1367	26.69.144.202	445
1368	26.73.188.161	417
1369	26.75.155.117	340
1370	26.79.168.1	378
1371	26.82.63.217	394
1372	26.87.185.104	343
1373	26.93.204.89	392
1374	26.95.3.17	385
1375	26.95.114.250	350
1376	26.99.103.44	342
1377	26.100.139.204	347
1378	26.104.170.32	194
1379	26.109.133.98	163
1380	26.125.32.179	391
1381	26.127.64.110	365
1382	26.128.70.140	375
1383	26.129.51.33	464
1384	26.134.1.115	244
1385	26.143.218.153	367
1386	26.145.156.23	367
1387	26.147.249.11	297
1388	26.160.181.119	434
1389	26.162.1.11	386
1390	26.174.238.70	569
1391	26.176.81.136	272
1392	26.178.183.179	360
1393	26.188.85.247	397
1394	26.191.130.196	253
1395	26.193.172.185	361
1396	26.202.74.194	521
1397	26.205.152.231	469
1398	26.206.202.125	391
1399	26.208.119.197	286
1400	26.216.30.113	275
1401	26.218.105.215	367
1402	26.223.174.167	255
1403	26.228.146.133	350
1404	26.236.195.166	214
1405	26.240.205.32	147
1406	26.241.90.4	238
1407	26.241.98.158	360
1408	27.3.43.56	401
1409	27.4.202.17	398
1410	27.6.78.113	296
1411	27.9.190.12	450
1412	27.16.225.56	313
1413	27.18.105.114	249
1414	27.20.130.94	358
1415	27.24.101.218	348
1416	27.29.171.93	357
1417	27.45.196.113	399
1418	27.49.159.173	504
1419	27.78.99.105	325
1420	27.79.199.201	465
1421	27.83.130.106	378
1422	27.86.8.151	414
1423	27.92.170.19	326
1424	27.96.112.241	299
1425	27.100.183.197	451
1426	27.101.64.46	419
1427	27.107.103.44	175
1428	27.116.22.193	517
1429	27.132.254.46	429
1430	27.133.2.25	309
1431	27.137.18.245	481
1432	27.148.180.240	359
1433	27.150.11.52	151
1434	27.160.4.140	477
1435	27.161.41.104	339
1436	27.167.152.42	336
1437	27.173.213.113	277
1438	27.176.234.124	425
1439	27.196.2.232	488
1440	27.196.247.58	293
1441	27.199.119.102	244
1442	27.202.183.40	489
1443	27.204.65.95	271
1444	27.205.76.78	334
1445	27.206.189.162	215
1446	27.211.71.63	406
1447	27.222.63.123	321
1448	27.235.146.75	447
1449	27.240.76.102	344
1450	27.252.2.89	287
1451	27.253.169.163	383
1452	28.1.133.24	335
1453	28.3.223.69	394
1454	28.10.146.153	373
1455	28.11.181.86	355
1456	28.15.99.109	172
1457	28.23.244.155	118
1458	28.28.103.14	358
1459	28.30.60.229	271
1460	28.30.198.253	481
1461	28.32.79.200	407
1462	28.32.155.198	280
1463	28.32.186.129	440
1464	28.42.238.118	386
1465	28.45.32.253	341
1466	28.45.212.134	327
1467	28.45.214.107	86
1468	28.53.248.3	349
1469	28.58.62.213	571
1470	28.58.190.42	559
1471	28.62.75.149	311
1472	28.70.232.82	419
1473	28.73.253.251	411
1474	28.80.60.200	353
1475	28.83.143.81	428
1476	28.83.170.11	375
1477	28.85.223.34	336
1478	28.92.67.101	390
1479	28.93.253.193	366
1480	28.101.95.147	380
1481	28.110.100.124	425
1482	28.111.217.113	266
1483	28.134.252.213	206
1484	28.138.12.33	389
1485	28.143.154.178	400
1486	28.148.228.167	420
1487	28.153.215.56	360
1488	28.162.59.50	284
1489	28.162.208.195	487
1490	28.169.249.190	439
1491	28.176.63.179	410
1492	28.185.209.180	269
1493	28.200.24.18	413
1494	28.200.132.126	231
1495	28.212.222.148	192
1496	28.212.240.90	638
1497	28.219.134.161	324
1498	28.221.194.197	404
1499	28.224.78.126	278
1500	28.226.220.128	289
1501	28.229.75.149	273
1502	28.243.10.254	336
1503	28.244.251.44	338
1504	28.245.38.190	320
1505	29.2.197.58	485
1506	29.3.105.28	556
1507	29.11.103.27	231
1508	29.11.168.148	364
1509	29.14.94.172	418
1510	29.17.46.250	338
1511	29.17.229.27	376
1512	29.27.46.39	366
1513	29.28.143.32	282
1514	29.31.247.128	439
1515	29.32.227.126	427
1516	29.38.28.16	357
1517	29.44.206.192	316
1518	29.46.10.252	351
1519	29.47.202.227	351
1520	29.50.229.2	408
1521	29.67.209.223	314
1522	29.70.127.110	295
1523	29.74.159.157	301
1524	29.79.138.113	431
1525	29.81.20.27	425
1526	29.81.208.147	521
1527	29.82.117.126	422
1528	29.90.107.34	455
1529	29.91.119.63	526
1530	29.94.29.38	258
1531	29.104.230.233	436
1532	29.105.165.119	406
1533	29.105.187.193	335
1534	29.108.152.83	337
1535	29.120.76.229	503
1536	29.120.132.123	365
1537	29.125.217.241	331
1538	29.126.1.137	541
1539	29.131.233.61	399
1540	29.132.64.31	360
1541	29.132.159.16	356
1542	29.135.91.4	340
1543	29.141.99.244	343
1544	29.158.43.56	202
1545	29.170.130.207	307
1546	29.185.43.193	382
1547	29.189.55.245	316
1548	29.194.111.20	374
1549	29.197.233.71	380
1550	29.198.178.197	441
1551	29.200.64.100	312
1552	29.202.99.49	376
1553	29.210.96.30	343
1554	29.217.52.233	415
1555	29.222.191.65	493
1556	29.224.228.140	441
1557	29.225.120.143	332
1558	29.227.48.15	389
1559	29.234.114.240	452
1560	29.238.40.213	285
1561	29.247.162.64	339
1562	29.250.6.249	382
1563	29.253.164.172	255
1564	29.253.244.222	386
1565	30.7.26.21	353
1566	30.18.108.194	525
1567	30.20.71.13	568
1568	30.24.26.179	333
1569	30.27.107.150	242
1570	30.30.47.152	245
1571	30.32.22.151	260
1572	30.34.160.86	322
1573	30.42.82.184	436
1574	30.52.45.247	456
1575	30.56.136.124	266
1576	30.62.26.130	684
1577	30.89.53.167	491
1578	30.89.177.102	403
1579	30.95.15.249	495
1580	30.96.238.80	450
1581	30.115.78.60	310
1582	30.120.91.104	248
1583	30.128.152.74	444
1584	30.131.211.186	244
1585	30.138.126.142	279
1586	30.138.250.204	329
1587	30.144.11.170	516
1588	30.152.185.193	200
1589	30.155.70.138	317
1590	30.163.15.113	403
1591	30.164.243.203	307
1592	30.165.72.42	314
1593	30.169.123.19	291
1594	30.177.24.35	334
1595	30.179.23.66	132
1596	30.185.155.74	408
1597	30.193.18.151	348
1598	30.196.93.49	299
1599	30.197.143.57	492
1600	30.200.60.102	392
1601	30.200.181.213	224
1602	30.203.156.249	219
1603	30.208.45.150	435
1604	30.210.40.124	490
1605	30.211.174.27	310
1606	30.212.249.173	469
1607	30.214.21.207	244
1608	30.215.190.19	388
1609	30.226.212.66	363
1610	30.230.61.228	253
1611	30.231.248.88	366
1612	30.235.143.63	273
1613	30.236.8.25	366
1614	30.236.98.117	250
1615	30.240.7.247	306
1616	30.240.212.150	432
1617	30.243.157.69	215
1618	30.245.16.140	294
1619	31.3.104.29	371
1620	31.4.6.106	412
1621	31.5.109.105	295
1622	31.8.106.211	414
1623	31.12.17.106	289
1624	31.15.217.29	290
1625	31.25.26.192	301
1626	31.33.190.242	275
1627	31.33.241.216	285
1628	31.36.118.69	312
1629	31.37.248.164	283
1630	31.45.98.31	350
1631	31.45.199.246	417
1632	31.47.99.209	399
1633	31.48.226.172	385
1634	31.49.137.188	315
1635	31.50.120.220	395
1636	31.57.9.160	405
1637	31.58.44.89	630
1638	31.75.246.109	502
1639	31.82.141.134	413
1640	31.83.201.250	297
1641	31.89.142.55	345
1642	31.94.179.129	369
1643	31.102.110.44	437
1644	31.116.187.133	519
1645	31.135.1.82	245
1646	31.142.22.243	376
1647	31.144.19.14	327
1648	31.147.66.163	376
1649	31.149.160.27	403
1650	31.162.199.240	411
1651	31.169.192.219	378
1652	31.177.6.104	321
1653	31.182.2.58	322
1654	31.185.56.183	448
1655	31.187.41.234	401
1656	31.187.190.219	430
1657	31.197.29.145	322
1658	31.199.61.219	253
1659	31.204.190.17	471
1660	31.210.241.21	373
1661	31.211.58.193	435
1662	31.212.71.132	327
1663	31.212.242.112	167
1664	31.212.251.187	382
1665	31.213.136.60	434
1666	31.215.69.228	396
1667	31.224.1.89	281
1668	31.225.183.23	385
1669	31.231.87.148	447
1670	31.231.235.212	462
1671	31.232.172.100	341
1672	31.235.174.198	520
1673	31.242.13.197	345
1674	31.248.180.122	355
1675	31.250.3.165	282
1676	31.253.38.168	432
1677	31.253.44.57	388
1678	31.253.138.6	506
1679	32.2.5.20	438
1680	32.2.222.249	242
1681	1.14.27.28	403
1682	1.16.238.43	366
1683	1.20.193.167	273
1684	1.21.194.179	323
1685	1.36.210.131	359
1686	1.40.215.157	313
1687	1.47.229.28	185
1688	1.48.45.188	559
1689	1.53.5.241	502
1690	1.55.150.80	287
1691	1.62.196.242	355
1692	1.63.36.106	574
1693	1.63.133.80	207
1694	1.66.203.143	299
1695	1.74.116.86	449
1696	1.75.181.96	320
1697	1.76.163.138	425
1698	1.96.237.110	443
1699	32.9.104.59	277
1700	32.13.70.116	352
1701	32.18.182.159	265
1702	32.20.246.206	453
1703	32.26.44.44	326
1704	32.31.246.208	425
1705	32.34.77.90	390
1706	32.38.159.166	370
1707	32.40.37.239	327
1708	32.46.49.140	361
1709	32.49.122.217	323
1710	32.51.36.233	383
1711	32.54.215.122	328
1712	32.70.250.51	327
1713	32.73.84.11	361
1714	32.77.201.107	409
1715	32.78.238.199	400
1716	32.92.30.184	258
1717	32.100.222.109	382
1718	32.107.68.75	293
1719	32.110.141.101	255
1720	32.112.7.116	398
1721	32.112.169.184	415
1722	32.113.73.17	346
1723	32.126.171.91	375
1724	32.131.69.166	373
1725	32.134.52.220	363
1726	32.134.158.37	327
1727	32.135.13.232	252
1728	32.138.22.226	305
1729	32.144.202.253	562
1730	32.155.145.93	217
1731	32.158.248.193	520
1732	32.162.234.121	230
1733	32.165.39.135	320
1734	32.172.184.223	318
1735	32.179.31.23	371
1736	32.188.28.38	550
1737	32.192.63.194	246
1738	32.195.58.15	334
1739	32.197.21.33	466
1740	32.197.73.81	355
1741	32.202.69.162	303
1742	32.204.115.239	352
1743	32.208.169.241	204
1744	32.213.203.14	402
1745	32.215.46.202	409
1746	32.216.93.60	445
1747	32.217.42.106	380
1748	32.217.83.196	515
1749	32.222.138.54	399
1750	32.225.39.62	374
1751	32.225.114.120	327
1752	32.234.89.79	264
1753	32.236.50.191	334
1754	32.241.1.91	268
1755	32.242.25.72	400
1756	32.251.87.175	248
1757	32.251.106.2	300
1758	33.5.44.12	250
1759	33.9.19.110	350
1760	33.10.24.251	347
1761	33.20.21.247	411
1762	33.28.110.26	362
1763	33.36.235.17	248
1764	33.39.166.174	321
1765	33.40.204.226	151
1766	33.41.84.138	232
1767	33.41.236.246	328
1768	33.44.20.101	427
1769	33.45.27.184	245
1770	33.59.80.178	320
1771	33.65.219.237	229
1772	33.75.30.208	237
1773	33.76.17.149	405
1774	33.81.28.253	431
1775	33.84.248.226	309
1776	33.87.173.36	412
1777	33.91.195.6	356
1778	33.100.152.118	259
1779	33.101.164.102	282
1780	33.102.11.171	321
1781	33.116.103.137	514
1782	33.117.53.128	458
1783	33.120.131.39	324
1784	33.121.250.154	381
1785	33.129.147.143	445
1786	33.131.187.181	406
1787	33.131.218.4	304
1788	33.135.137.71	359
1789	33.137.254.194	504
1790	33.138.51.177	200
1791	33.140.37.164	369
1792	33.145.236.55	323
1793	33.159.116.56	325
1794	33.166.30.196	328
1795	33.172.166.230	335
1796	33.175.26.100	376
1797	33.197.150.141	407
1798	33.200.50.1	310
1799	33.202.153.205	298
1800	33.213.148.82	509
1801	33.213.150.151	281
1802	33.218.192.53	313
1803	33.222.223.208	302
1804	33.224.65.156	273
1805	33.228.234.78	378
1806	33.230.121.146	546
1807	33.234.186.7	393
1808	33.236.32.219	341
1809	33.236.212.234	392
1810	33.238.205.182	528
1811	33.242.24.98	545
1812	33.242.85.229	368
1813	33.244.51.54	274
1814	33.246.85.167	340
1815	33.246.96.65	286
1816	34.2.243.248	352
1817	34.3.155.72	501
1818	34.32.234.252	312
1819	34.34.96.245	387
1820	34.35.104.11	460
1821	34.43.224.117	396
1822	34.50.137.25	305
1823	34.52.72.61	102
1824	34.55.175.120	280
1825	34.56.99.5	364
1826	34.68.250.93	391
1827	34.71.10.58	82
1828	34.73.184.76	306
1829	34.78.63.102	482
1830	34.82.251.11	373
1831	34.98.158.80	329
1832	34.105.1.48	324
1833	34.111.153.108	251
1834	34.115.145.12	258
1835	34.116.38.151	292
1836	34.118.189.73	368
1837	34.120.90.132	299
1838	34.120.254.211	472
1839	34.122.240.32	275
1840	34.125.34.247	297
1841	34.129.181.43	426
1842	34.130.21.176	403
1843	34.132.229.76	522
1844	34.148.91.145	392
1845	34.150.180.138	318
1846	34.151.63.235	494
1847	34.154.134.77	348
1848	34.156.100.46	324
1849	34.160.98.184	445
1850	34.165.13.46	355
1851	34.165.143.205	630
1852	34.168.15.52	174
1853	34.171.57.217	368
1854	34.178.39.3	439
1855	34.180.31.70	314
1856	34.180.61.182	448
1857	34.193.252.59	698
1858	34.195.191.177	380
1859	34.197.31.6	500
1860	34.200.122.57	371
1861	34.210.215.163	395
1862	34.214.122.49	332
1863	34.236.140.155	296
1864	34.237.37.103	258
1865	34.249.200.147	300
1866	34.252.232.66	343
1867	35.4.155.242	416
1868	35.7.84.136	373
1869	35.22.171.106	465
1870	35.26.207.225	276
1871	35.27.28.203	333
1872	35.33.56.137	296
1873	35.33.143.190	377
1874	35.44.200.145	338
1875	35.45.204.65	552
1876	35.53.80.104	332
1877	35.56.32.64	308
1878	35.67.149.183	621
1879	35.76.216.41	364
1880	35.89.163.51	306
1881	35.97.3.158	319
1882	35.99.78.120	313
1883	35.99.126.201	356
1884	35.102.37.15	369
1885	35.102.148.116	426
1886	35.107.190.209	341
1887	35.109.60.124	388
1888	35.117.5.167	353
1889	35.129.43.93	384
1890	35.132.34.152	435
1891	35.132.35.101	356
1892	35.134.208.36	471
1893	35.148.123.14	379
1894	35.149.33.115	373
1895	35.151.50.143	232
1896	35.152.106.152	296
1897	35.167.109.251	278
1898	35.168.33.241	405
1899	35.168.59.80	308
1900	35.175.224.126	388
1901	35.187.150.59	342
1902	35.197.116.87	429
1903	35.203.195.66	306
1904	35.218.100.31	178
1905	35.230.200.66	426
1906	35.237.196.180	254
1907	35.240.47.33	297
1908	35.245.165.38	651
1909	35.247.93.195	307
1910	35.251.108.96	349
1911	36.1.58.180	333
1912	36.1.109.232	339
1913	36.3.71.89	355
1914	36.4.113.241	364
1915	36.5.43.130	419
1916	36.6.170.90	350
1917	36.9.138.37	379
1918	36.15.1.145	356
1919	36.19.104.114	141
1920	36.22.240.15	423
1921	36.83.130.34	476
1922	36.85.107.192	419
1923	36.91.156.120	266
1924	36.94.142.168	383
1925	36.96.115.148	289
1926	36.98.192.56	117
1927	36.107.137.161	314
1928	36.120.38.84	455
1929	36.120.128.88	290
1930	36.136.78.95	408
1931	36.137.122.97	405
1932	36.137.226.7	520
1933	36.141.43.88	351
1934	36.144.175.231	381
1935	36.146.163.234	438
1936	36.147.31.41	379
1937	36.155.149.42	417
1938	36.163.109.123	439
1939	36.176.117.192	320
1940	36.179.139.202	446
1941	36.181.125.177	375
1942	36.186.245.209	448
1943	36.187.252.146	319
1944	36.197.78.195	363
1945	36.203.242.243	305
1946	36.208.76.241	302
1947	36.214.242.205	364
1948	36.216.185.191	367
1949	36.218.200.47	233
1950	36.224.242.18	410
1951	36.233.182.157	312
1952	36.236.189.252	288
1953	36.244.50.173	285
1954	36.247.94.12	387
1955	36.249.70.7	527
1956	36.252.107.131	339
1957	36.254.95.182	272
1958	37.2.96.66	241
1959	37.4.48.115	208
1960	37.18.98.88	318
1961	37.23.225.247	264
1962	37.40.23.22	357
1963	37.48.236.107	349
1964	37.52.93.154	354
1965	37.57.210.53	335
1966	37.63.156.51	478
1967	37.64.98.76	317
1968	37.70.148.111	294
1969	37.72.68.86	403
1970	37.82.55.161	212
1971	37.84.97.108	365
1972	37.88.129.159	351
1973	37.97.56.136	428
1974	37.101.142.229	231
1975	37.102.180.32	318
1976	37.103.196.72	335
1977	37.117.55.75	252
1978	37.122.87.197	177
1979	37.126.95.213	532
1980	37.126.170.130	306
1981	37.129.169.40	255
1982	37.145.70.52	510
1983	37.145.171.142	381
1984	37.157.236.62	272
1985	37.161.210.127	339
1986	37.161.213.29	536
1987	37.168.17.160	311
1988	37.168.160.103	429
1989	37.184.244.174	325
1990	37.185.208.60	502
1991	37.199.102.16	478
1992	37.200.194.9	580
1993	37.202.107.180	404
1994	37.210.47.152	501
1995	37.214.28.245	279
1996	37.229.209.123	348
1997	37.230.209.109	413
1998	37.234.107.189	580
1999	37.236.150.11	231
2000	37.237.221.120	576
2001	37.244.212.212	171
2002	37.245.135.141	538
2003	37.247.29.165	429
2004	37.248.131.147	318
2005	38.4.173.69	266
2006	38.8.155.185	439
2007	38.8.161.34	481
2008	38.12.113.79	339
2009	38.15.49.78	408
2010	38.18.235.122	549
2011	38.21.215.73	328
2012	38.26.3.87	276
2013	38.27.217.35	336
2014	38.38.148.11	449
2015	38.41.164.159	304
2016	38.47.252.119	318
2017	38.49.138.187	377
2018	38.53.175.20	430
2019	38.63.213.151	437
2020	38.65.178.210	403
2021	38.71.34.243	328
2022	38.83.189.223	346
2023	38.88.119.50	402
2024	38.90.27.187	398
2025	38.97.6.58	500
2026	38.111.133.154	290
2027	38.114.125.218	329
2028	38.120.13.13	320
2029	38.132.53.252	351
2030	38.140.2.151	378
2031	38.140.43.182	351
2032	38.157.203.40	397
2033	38.158.207.19	287
2034	38.160.150.211	279
2035	38.167.185.250	319
2036	38.179.150.134	314
2037	38.190.95.3	348
2038	38.193.234.168	414
2039	38.196.191.31	548
2040	38.196.212.45	346
2041	38.197.7.16	366
2042	38.197.164.171	289
2043	38.202.204.233	376
2044	38.213.78.22	240
2045	38.217.143.37	183
2046	38.218.39.108	432
2047	38.221.115.32	379
2048	38.232.175.37	269
